car,reality,children,income,income_type,education,family,house,birth_days,employed_days,mobile,workphone,phone,email,family_size,STATUS
0,1,2,99000.0,4,4,1,1,-14226,-1026,1,1,1,0,4.0,0
0,1,2,99000.0,4,4,1,1,-14226,-1026,1,1,1,0,4.0,0
0,1,2,99000.0,4,4,1,1,-14226,-1026,1,1,1,0,4.0,0
0,1,1,67500.0,0,4,0,1,-11084,-1086,1,1,1,0,3.0,0
0,1,1,67500.0,0,4,0,1,-11084,-1086,1,1,1,0,3.0,0
0,1,1,67500.0,0,4,0,1,-11084,-1086,1,1,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,0,1,495000.0,4,4,1,1,-10261,-235,1,0,1,0,3.0,0
1,1,1,225000.0,0,1,1,1,-17002,-803,1,1,1,0,3.0,0
0,0,1,216000.0,4,4,1,1,-12833,-4121,1,0,0,0,3.0,0
1,1,1,247500.0,2,1,1,1,-12906,-4578,1,0,0,0,3.0,0
0,0,1,112500.0,4,4,1,1,-13892,-1929,1,0,0,0,3.0,0
1,1,1,220500.0,0,4,1,1,-14469,-134,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-17297,-3482,1,0,1,0,3.0,0
0,1,1,144000.0,4,4,1,1,-13761,-2783,1,0,0,0,3.0,0
0,1,2,180000.0,4,4,0,1,-14091,-986,1,1,1,0,4.0,0
0,1,2,85500.0,4,1,1,1,-12160,-458,1,0,0,0,4.0,0
0,1,2,85500.0,4,1,1,1,-12160,-458,1,0,0,0,4.0,0
0,1,2,85500.0,4,1,1,1,-12160,-458,1,0,0,0,4.0,0
0,0,1,90000.0,1,4,1,1,-18309,365243,1,0,0,0,3.0,1
0,0,1,90000.0,1,4,1,1,-18309,365243,1,0,0,0,3.0,1
0,0,1,90000.0,1,4,1,1,-18309,365243,1,0,0,0,3.0,0
0,0,1,90000.0,1,4,1,1,-18309,365243,1,0,0,0,3.0,0
0,1,2,184500.0,4,4,1,1,-9912,-1707,1,1,1,0,4.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,0,1,225000.0,4,4,0,1,-16173,-2862,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
1,1,1,225000.0,4,4,1,1,-17398,-458,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,2,1,-14874,-2407,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-9066,-2407,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-9066,-2407,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-9066,-2407,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-9066,-2407,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-9066,-2407,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,148500.0,4,4,1,1,-14962,-5176,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,1,270000.0,0,4,1,1,-15167,-2162,1,0,0,0,3.0,0
1,1,2,225000.0,4,4,1,1,-9761,-854,1,1,1,0,4.0,0
1,1,2,225000.0,4,4,1,1,-9761,-854,1,1,1,0,4.0,0
1,1,2,225000.0,4,4,1,1,-9761,-854,1,1,1,0,4.0,0
1,1,2,225000.0,4,4,1,1,-9761,-854,1,1,1,0,4.0,0
0,1,1,157500.0,4,1,1,1,-11099,-2011,1,0,0,0,3.0,0
0,1,1,157500.0,4,1,1,1,-11099,-2011,1,0,0,0,3.0,0
0,1,2,112500.0,4,4,1,5,-14612,-397,1,0,0,0,4.0,0
0,1,2,112500.0,4,4,1,5,-14612,-397,1,0,0,0,4.0,0
0,1,2,112500.0,4,4,1,5,-14612,-397,1,0,0,0,4.0,0
0,1,2,112500.0,4,4,1,5,-14612,-397,1,0,0,0,4.0,0
0,0,1,135000.0,4,4,1,2,-11681,-1281,1,1,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
1,1,1,144000.0,4,1,1,1,-12903,-2924,1,0,0,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,3.0,0
0,1,2,112500.0,4,4,2,1,-14351,-3592,1,0,0,0,3.0,0
0,1,2,112500.0,4,4,2,1,-14351,-3592,1,0,0,0,3.0,0
0,1,2,112500.0,4,4,2,1,-14351,-3592,1,0,0,0,3.0,0
0,1,1,337500.0,4,1,1,1,-16867,-3592,1,0,0,0,3.0,0
0,1,1,202500.0,4,4,1,1,-9685,-1098,1,0,0,0,3.0,0
0,1,1,202500.0,4,4,1,1,-9685,-1098,1,0,0,0,3.0,0
0,1,1,202500.0,4,4,1,1,-9685,-1098,1,0,0,0,3.0,0
0,1,1,202500.0,4,4,1,1,-9685,-1098,1,0,0,0,3.0,0
0,1,2,112500.0,4,4,1,5,-12566,-1493,1,0,0,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
1,1,2,270000.0,0,1,1,1,-13669,-428,1,0,1,0,4.0,0
0,1,1,135000.0,0,4,1,1,-14099,-550,1,0,1,0,3.0,0
0,1,2,135000.0,4,4,1,1,-12908,-3592,1,0,1,0,4.0,0
0,1,2,135000.0,4,4,1,1,-12908,-3592,1,0,1,0,4.0,0
0,1,1,630000.0,4,1,1,1,-17370,-4599,1,0,0,0,3.0,0
0,1,1,65250.0,1,4,0,1,-22068,365243,1,0,0,0,3.0,0
1,1,2,315000.0,4,1,1,1,-16856,-1373,1,0,0,0,4.0,0
1,1,2,315000.0,4,1,1,1,-16856,-1373,1,0,0,0,4.0,0
1,1,2,315000.0,4,1,1,1,-16856,-1373,1,0,0,0,4.0,0
1,1,2,315000.0,4,1,1,1,-16856,-1373,1,0,0,0,4.0,0
1,1,2,315000.0,4,1,1,1,-16856,-1373,1,0,0,0,4.0,0
0,1,1,90000.0,0,4,1,1,-12890,-5359,1,0,0,0,3.0,0
0,1,1,90000.0,0,4,1,1,-12890,-5359,1,0,0,0,3.0,0
0,1,1,90000.0,0,4,1,1,-12890,-5359,1,0,0,0,3.0,0
0,1,1,81000.0,4,4,1,1,-12313,-1098,1,0,0,0,3.0,0
0,1,1,81000.0,4,4,1,1,-12313,-1098,1,0,0,0,3.0,0
0,1,1,81000.0,4,4,1,1,-12313,-1098,1,0,0,0,3.0,0
0,1,1,81000.0,4,4,1,1,-12313,-1098,1,0,0,0,3.0,0
0,1,2,112500.0,4,1,1,1,-9985,-1738,1,0,0,0,4.0,0
1,1,2,315000.0,4,1,1,1,-12434,-1463,1,0,1,0,4.0,0
1,1,2,315000.0,4,1,1,1,-12434,-1463,1,0,1,0,4.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,121500.0,4,4,1,1,-15090,-3138,1,0,0,0,3.0,0
0,1,1,90000.0,4,2,1,1,-12166,-1373,1,0,0,0,3.0,0
0,0,1,139050.0,1,4,1,2,-21071,365243,1,0,0,0,3.0,0
0,0,1,139050.0,1,4,1,2,-21071,365243,1,0,0,0,3.0,0
0,0,1,139050.0,1,4,1,2,-21071,365243,1,0,0,0,3.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
0,1,2,135000.0,0,4,1,1,-10186,-2315,1,0,0,0,4.0,0
1,1,1,202500.0,2,4,0,1,-12337,-458,1,0,0,0,3.0,0
1,1,1,202500.0,2,4,0,1,-12337,-458,1,0,0,0,3.0,0
1,1,1,202500.0,2,4,0,1,-12337,-458,1,0,0,0,3.0,0
1,1,1,202500.0,2,4,0,1,-12337,-458,1,0,0,0,3.0,0
1,1,1,202500.0,2,4,0,1,-12337,-458,1,0,0,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
0,1,1,135000.0,4,4,1,4,-10414,-2742,1,1,1,0,3.0,0
1,1,1,157500.0,4,1,1,1,-14785,-4872,1,0,0,0,3.0,0
1,1,1,157500.0,4,1,1,1,-14785,-4872,1,0,0,0,3.0,0
1,1,1,157500.0,4,1,1,1,-14785,-4872,1,0,0,0,3.0,0
1,1,1,157500.0,4,1,1,1,-14785,-4872,1,0,0,0,3.0,0
1,1,1,157500.0,4,1,1,1,-14785,-4872,1,0,0,0,3.0,0
1,1,1,225000.0,1,4,1,1,-17478,365243,1,0,0,0,3.0,0
1,1,1,225000.0,1,4,1,1,-17478,365243,1,0,0,0,3.0,0
1,1,1,225000.0,1,4,1,1,-17478,365243,1,0,0,0,3.0,0
0,1,2,157500.0,4,3,0,1,-11300,-1007,1,0,0,0,4.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,3.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
1,1,2,315000.0,2,4,1,1,-12348,-1220,1,0,0,0,4.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
0,1,2,270000.0,4,4,3,1,-11505,-4019,1,0,0,0,3.0,0
1,0,1,157500.0,0,4,1,1,-11726,-3594,1,0,0,0,3.0,0
1,0,1,157500.0,0,4,1,1,-11726,-3594,1,0,0,0,3.0,0
1,0,1,157500.0,0,4,1,1,-11726,-3594,1,0,0,0,3.0,0
1,0,1,157500.0,0,4,1,1,-11726,-3594,1,0,0,0,3.0,0
0,1,2,135000.0,4,4,1,1,-14347,-1738,1,0,0,0,4.0,0
0,1,2,135000.0,4,4,1,1,-14347,-1738,1,0,0,0,4.0,0
0,1,2,135000.0,4,4,1,1,-14347,-1738,1,0,0,0,4.0,0
1,1,1,405000.0,0,4,1,1,-16510,-731,1,0,0,0,3.0,0
1,1,1,405000.0,0,4,1,1,-16510,-731,1,0,0,0,3.0,0
1,1,1,405000.0,0,4,1,1,-16510,-731,1,0,0,0,3.0,0
1,1,1,405000.0,0,4,1,1,-16510,-731,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
1,1,1,337500.0,0,1,1,1,-14558,-1250,1,0,0,0,3.0,0
0,1,1,135000.0,0,1,1,1,-11659,-397,1,0,0,0,3.0,0
0,1,1,135000.0,0,1,1,1,-11659,-397,1,0,0,0,3.0,0
0,1,1,135000.0,0,1,1,1,-11659,-397,1,0,0,0,3.0,0
0,1,1,135000.0,0,1,1,1,-11659,-397,1,0,0,0,3.0,0
0,1,1,135000.0,0,1,1,1,-11659,-397,1,0,0,0,3.0,0
0,1,1,247500.0,4,4,1,1,-15873,-2315,1,0,1,0,3.0,0
0,1,1,247500.0,4,4,1,1,-15873,-2315,1,0,1,0,3.0,0
0,1,1,247500.0,4,4,1,1,-15873,-2315,1,0,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,3.0,0
1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,3.0,0
1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,3.0,0
1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,3.0,0
1,1,1,225000.0,0,4,1,1,-17592,-2923,1,0,0,0,3.0,0
0,0,1,117000.0,4,4,1,1,-11640,-1676,1,0,1,0,3.0,0
0,0,1,117000.0,4,4,1,1,-11640,-1676,1,0,1,0,3.0,0
0,1,1,225000.0,0,4,0,2,-13933,-3625,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,0,2,-13933,-3625,1,0,0,0,3.0,0
0,1,1,103500.0,2,4,1,1,-15888,-8707,1,0,0,0,3.0,0
0,0,1,175500.0,4,1,1,1,-14236,-7002,1,1,1,0,3.0,0
1,0,2,135000.0,4,4,1,1,-8717,-1857,1,1,0,0,4.0,0
0,1,2,225000.0,4,1,1,1,-14841,-3868,1,0,0,0,4.0,0
0,1,2,247500.0,4,4,1,1,-13610,-184,1,0,0,0,4.0,0
1,0,2,126000.0,0,4,1,1,-12245,-672,1,1,0,0,4.0,0
0,1,1,112500.0,4,4,1,1,-15376,-6851,1,0,0,0,3.0,0
0,1,1,112500.0,4,4,1,1,-15376,-6851,1,0,0,0,3.0,0
1,0,1,145350.0,0,4,1,1,-9119,-185,1,0,0,0,3.0,0
0,0,1,180000.0,0,1,1,1,-10634,-519,1,0,0,0,3.0,0
1,1,1,180000.0,4,1,1,1,-12143,-428,1,1,1,0,3.0,0
1,1,1,103500.0,4,4,1,1,-16381,-185,1,0,0,0,3.0,0
0,1,2,173250.0,4,4,2,1,-13219,-5542,1,0,0,0,3.0,0
1,0,1,157500.0,0,4,1,3,-12986,-2345,1,0,0,0,3.0,0
0,0,1,180000.0,4,4,1,1,-15938,-8342,1,1,0,0,3.0,0
0,0,1,180000.0,4,4,1,1,-9080,-1037,1,0,0,0,3.0,0
0,0,1,135000.0,4,4,1,1,-15269,-2376,1,0,0,0,3.0,0
1,1,1,270000.0,2,4,1,1,-18871,-3928,1,0,0,0,3.0,0
1,1,1,270000.0,2,4,1,1,-18871,-3928,1,0,0,0,3.0,0
1,1,1,405000.0,2,1,0,1,-9387,-1280,1,0,0,0,3.0,0
1,1,1,135000.0,0,1,1,1,-10117,-1158,1,0,0,0,3.0,0
0,1,1,144000.0,4,1,1,1,-12882,-3471,1,0,1,0,3.0,0
1,0,2,180000.0,4,4,1,5,-10213,-581,1,1,0,0,4.0,0
1,1,1,135000.0,4,4,1,1,-15157,-8189,1,0,0,0,3.0,0
0,1,1,360000.0,2,1,0,1,-18862,-7093,1,0,0,1,3.0,0
1,1,2,531000.0,2,1,1,1,-15173,-7916,1,0,0,0,4.0,0
1,1,1,180000.0,4,4,1,1,-11511,-3806,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-11511,-3806,1,0,0,0,3.0,0
0,1,2,360000.0,4,4,0,1,-12521,-3837,1,0,0,0,4.0,0
1,0,3,90000.0,4,3,2,5,-13608,-1461,1,1,0,0,4.0,0
1,1,2,270000.0,0,2,1,1,-15934,-3684,1,1,0,0,4.0,0
1,1,2,270000.0,0,2,1,1,-15934,-3684,1,1,0,0,4.0,0
1,0,1,405000.0,4,1,1,1,-12991,-731,1,0,0,0,3.0,0
1,1,1,202500.0,4,2,1,4,-9866,-489,1,0,0,0,3.0,0
0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,4.0,0
0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,4.0,0
0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,4.0,0
0,1,1,90000.0,4,4,1,1,-15010,-884,1,0,0,0,3.0,0
1,0,1,450000.0,4,4,1,1,-16912,-2072,1,0,0,0,3.0,0
1,1,1,171000.0,4,4,1,1,-10027,-946,1,0,0,0,3.0,0
1,0,2,130500.0,4,4,1,1,-9076,-1281,1,0,0,0,4.0,0
0,0,1,112500.0,4,4,0,5,-12822,-2773,1,0,0,0,3.0,0
1,1,1,180000.0,0,4,1,1,-9901,-124,1,0,0,0,3.0,0
0,1,2,144000.0,0,4,1,1,-10887,-2558,1,0,0,0,4.0,0
0,1,1,184500.0,4,4,1,1,-11631,-5055,1,0,0,0,3.0,0
0,1,1,184500.0,4,4,1,1,-11631,-5055,1,0,0,0,3.0,0
1,0,1,283500.0,0,1,1,2,-14257,-6060,1,0,1,0,3.0,0
1,0,1,202500.0,4,1,1,1,-10636,-915,1,0,0,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10355,-642,1,0,1,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10355,-642,1,0,1,0,3.0,0
1,1,2,157500.0,4,4,1,1,-11688,-2803,1,0,1,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
0,0,2,180000.0,2,1,1,1,-11075,-2808,1,1,0,0,4.0,0
1,0,1,135000.0,2,4,1,1,-14599,-2108,1,1,1,0,3.0,0
1,0,1,135000.0,2,4,1,1,-14599,-2108,1,1,1,0,3.0,0
1,0,1,135000.0,2,4,1,1,-14599,-2108,1,1,1,0,3.0,0
1,1,2,148500.0,4,4,1,1,-11681,-588,1,0,0,0,4.0,0
1,1,2,148500.0,4,4,1,1,-11681,-588,1,0,0,0,4.0,0
0,1,2,180000.0,4,1,1,1,-13921,-6949,1,1,1,0,4.0,0
0,1,2,180000.0,4,1,1,1,-13921,-6949,1,1,1,0,4.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
0,1,1,225000.0,0,4,1,1,-12478,-3569,1,0,0,0,3.0,0
1,1,1,270000.0,4,1,1,1,-10416,-3661,1,0,0,0,3.0,0
0,1,1,135000.0,4,4,1,1,-12017,-192,1,0,0,0,3.0,0
0,1,1,135000.0,4,4,1,1,-12017,-192,1,0,0,0,3.0,0
0,1,1,135000.0,4,4,1,1,-12017,-192,1,0,0,0,3.0,0
0,1,1,135000.0,4,4,1,1,-12017,-192,1,0,0,0,3.0,0
0,0,1,189000.0,4,4,1,1,-11700,-404,1,0,0,0,3.0,0
1,1,1,315000.0,4,1,1,0,-13307,-1227,1,0,1,0,3.0,0
1,1,1,315000.0,4,1,1,0,-13307,-1227,1,0,1,0,3.0,0
1,1,1,315000.0,4,1,1,0,-13307,-1227,1,0,1,0,3.0,0
0,0,1,112500.0,4,4,1,4,-12521,-70,1,0,0,0,3.0,0
1,1,2,135000.0,0,4,1,1,-12712,-131,1,0,0,0,4.0,0
1,1,1,315000.0,4,1,1,1,-10580,-2566,1,0,0,0,3.0,0
1,1,1,315000.0,4,1,1,1,-10580,-2566,1,0,0,0,3.0,0
1,1,1,315000.0,4,1,1,1,-10580,-2566,1,0,0,0,3.0,0
0,1,1,202500.0,0,2,0,1,-13539,-1653,1,1,1,0,3.0,0
0,1,1,202500.0,0,2,0,1,-13539,-1653,1,1,1,0,3.0,0
0,1,1,202500.0,0,2,0,1,-13539,-1653,1,1,1,0,3.0,0
0,1,1,202500.0,0,2,0,1,-13539,-1653,1,1,1,0,3.0,0
0,1,1,157500.0,2,4,1,1,-16425,-2842,1,0,0,0,3.0,0
0,1,1,157500.0,2,4,1,1,-16425,-2842,1,0,0,0,3.0,0
0,1,1,157500.0,2,4,1,1,-16425,-2842,1,0,0,0,3.0,0
0,1,1,157500.0,2,4,1,1,-16425,-2842,1,0,0,0,3.0,0
0,1,1,157500.0,2,4,1,1,-16425,-2842,1,0,0,0,3.0,0
0,1,1,67500.0,0,4,1,1,-11900,-3360,1,0,0,0,3.0,0
